dlga_start:mutiny_pretalk_1|Zdravím, veliteľ {playername}. Čujte..^Chlapi sa sťažujú! Chcú viac zábavy, menej pochodovania.
dlga_hobbit_general_talk_second_met:hobbit_general_talk_ask.1|Ach, to musí byť môj drahý bratranec! Chicholm Brandylen, alebo Chicho, ako ho prezývajú. Sme hobiti, {pane/pani}, prišli sme z Grófstva, obaja! Starý dobrý Chicholm... zaujímalo by ma ako sa mu vodí v Edorase
dlga_hobbit_general_talk_ask:hobbit_general_talk_ask_1|Môžem požiadať o láskavosť, {môj pane/moja pani}.
dlga_hobbit_general_talk_ask_1:hobbit_general_talk_ask_2|Pravdaže, {s1}. Čo potrebuješ?
dlga_hobbit_general_talk_ask_2:hobbit_general_talk_ask_3|Mohol by si doručiť list môjmu bratrancovi, {s1}? Nachádza sa v {s2}e, v {s3}e, v službe {s4}a.
dlga_hobbit_general_talk_ask_3:hobbit_general_talk_ask_accept|Budem prechádzať popri {s1} a veľmi rád odovzdám túto správu tvojmu bratrancovi.
dlga_hobbit_general_talk_ask_3:hobbit_general_talk_ask_reject|Prepáč, {s1}, mám len dve nohy ktoré nestačia na prácu ktorú teraz vykonávam, možno nabudúce.
dlga_hobbit_general_talk_ask_accept:close_window|Dakujem! {s1}
dlga_hobbit_general_talk_ask_reject:hobbit_general_talk_3|Rozumiem. Pošlem to ďalším karavánam do {s1}.
dlga_hobbit_general_talk_3:close_window|Tak zatiaľ zbohom.
dlga_start:hobbit_merry_talk_met.1|Vitaj späť, {playername}!
dlga_start:hobbit_pippin_talk_met.1|Vitaj späť, {playername}!
dlga_hobbit_merry_talk_met:hobbit_deliver_message|Ahoj, Chicho. Mám tu správu od tvojho bratranca, Pipina, z Minas Tirith.
dlga_hobbit_pippin_talk_met:hobbit_deliver_message|Ahoj, Pipin. Mám tu správu od tvojho bratranca, Chicha, z Edorasu.
dlga_hobbit_deliver_message:close_window|Ďakujeme, {hračovo jmeno}. Bolo od vás pekné, že ste mi to priniesli.
dlga_hobbit_merry_talk_met:close_window|Zdravím, pán Chicholm.
dlga_hobbit_pippin_talk_met:close_window|Zdravím, pán Pipin.
; dlga_start:hd_defense_01|It is well that you are here, {playername}. My name is Aragorn, son of Arathorn, and I am the Heir of Isildur – see, here is Anduril, the Flame of the West, which I bear in battle. The Blade that was Broken shines again! It will not be long before Saruman’s forces reach these walls. I ask you now to lend me your aid and defend the Rohirrim, for the honour of the Lord of the Mark. Let this be the hour when we draw swords together!
; dlga_start:hd_defense_01.1|Mae lovannen! Things here look ill, {playername}, but less ill now that you are here with us! Gellon len covad. I am Legolas of Mirkwood, and though I do not much like this place I like the approaching hordes of Saruman even less. What would I give for a hundred more of my kin here! There are too few of us, too few. We shall need your aid, Commander, though we may be but a few leaves in the forest. Come, let me show you where our bows will be of the most use…
; dlga_start:hd_defense_01.2|Right glad am I to see you, kinsman! I am Gimli, son of Gloin. It is a great host that comes now against us, but my axe is restless in my hand, and I know you feel the same! Give us a row of orc-necks to hew and room to swing, and together we shall teach them the meaning of fear. Stout feet and hard axes, that is what will carry us through the night! Ai oi! There are enough for both of us. Baruk Khazaˆd! Khazaˆd ai-meˆnu!
; dlga_hd_defense_01:close_window|Now, let us rest for a while. The enemy will be here by nightfall.
; dlga_start:aragorn_thanks_hd|{playername}, I am glad to see you live still. The men are weary with battle, but thanks to you they see the dawn of a new day. The hillmen have given themselves up, and they shall be put to work to repair the evil which they have joined, after which I hope they will return to their own lands. They were easily deceived by Saruman, for much was taken from them, and much remains to be given back; we shall have to see what can be done for them later.
; dlga_aragorn_thanks_hd:close_window|I hope our paths may cross again, {playername}. I bid you farewell now, for I ride on an errand most urgent. With the first light of morning we must go, my friends and I, and take a dark road out of this valley. {playername}, the times are evil, but your valour gladdens the hearts of all free peoples everywhere, from the North to the South. Fight well, and we may meet again beyond the shadows!
; dlga_start:close_window.1|In a little while I take the road again, {playername}, a hard road untrodden by many for uncounted years. I hope your path is easier than mine, friend. In the meantime, perhaps you may wish to go into the deep Caverns of Helm's Deep, of which my companion Gimli the Dwarf has spoken much.
; dlga_start:close_window.2|Have you yet been to the caves in the back? The Glittering Caves of Aglarond, {playername}! Happy is the chance that has led your footsteps here!
; dlga_start:close_window.3|I have pledged to my friend Gimli Gloin's son that when the war is over, I shall return here with him and see the Glittering Caves of Aglarond for myself. If you have the time, {playername}, you could do this before you go on your way again. A brief respite from all the fighting!
; dlga_start:treebeard_isengard_1|{s2} Ha, hmmm! Welcome, friends! Your arrival is timely. I have a Wizard to manage here, but first, we must nail him down in his tower. This will be a nasty business. Rock, axe and fire await us inside. Will you help us?
; dlga_treebeard_isengard_1:treebeard_isengard_2|Yes, Gandalf sent me. Let us storm the Ring of Isengard!
; dlga_treebeard_isengard_2:close_window|Very well, follow me then. We have already breached the Ring. Now, let us clean up inside! Hoom, hom! Hoom, hom! To Isengard with doom we come! With doom we come, with doom we come!
; dlga_start:close_window.4|Hoom, hom! Hoom, hom! To Isengard with doom we come! With doom we come, with doom we come!
; dlga_start:close_window.5|Thank you for your help. I must say it was quite satisfying to manage those Orcs. You were of great help to us. But now, hm, we have work to do that you cannot help with. You should maybe find a safe spot outside Isengard and wait until we are finished.
; dlga_start:treebeard_isengard_3|Hello again. It is good to see you safe and dry. I must say it will take a long while to flush all of Saruman's filth away. But we’ve done quite well, hmm, yes. He will do no more harm.
; dlga_treebeard_isengard_3:close_window|Ho, hmm, I owe you great thanks. I had not expected any help from others, and it is good to learn that our Last March may not end quite so badly, after all! Since the tree-killer is dealt with, we should now be able to keep Rohan's northern marches safe, for a while.
; dlga_treebeard_isengard_3:close_window.1|Hmm? Ho, hmm… ah. So, you have come all the way from Rohan, have you? Hmm. I have heard some news from the south, yes. Good news, news to gladden all hearts. I have good will to Theoden King, and I am glad he was aided by the likes of you in his hour of peril, hmm! We have managed here well enough, and now we Ents will see to it that Saruman does not set foot beyond Isengard, without our leave. The Isen flows well again, and soon I hope the water will once more be fit to drink. Ha, hm, I feel a song coming on. A song of the old days… the old trees I knew…
; dlga_start:ent_encounter|Hrooom! What do you want?
; dlga_ent_encounter:close_window|Hail, tree shepherd! Thank you for keeping these marshes safe. I will not stand in your way.
dlga_start:treebeard_introduce_1|(Zisťuješ, že sa pozeráš na prazvláštne stvorenie. Je veľmi vysoké, má silné končatiny s kožou ako kôra a porastom listov. Části jeho tela pokrýva mach. Ale v tejto chvíli si všímaš len oči. Hlboké oči ťa pozorujú, pomalé a vážné, ale veľmi bystré a prenikajúce. Myslíš si, že sú hnedé, so zelenkastým svitom, ako keby si sa cez ne díval do hlbočiznej studne plnej prastarých spomienok a dlhého, pomalého a vytrvalého premýšľania. Ich povrch sa však trblieta prítomnosťou... ako slnko žiariace na krajných listoch ohromného stromu, alebo vlnky veľmi hlbokého jazera.)
dlga_treebeard_introduce_1:treebeard_introduce_2|(Chystáš sa niečo povedať, ale zaľahne ťa divný dusivý pocit, ako keby bol vzduch príliš riedky či skromný na dýchanie... skoro so zúfalým nadýchnutím vzduchu sa ti podarí zbaviť toho pocitu a obrovské stvorenie podobné stromu zmierni svoj pohľad. Tvor sa na teba aj naďalej díva a ty si všimneš ďalšie obrovské stromové tvory, ktoré ťa pozorujú rovnako, ako keby čakali pokiaľ prehovoríš...)"
dlga_treebeard_introduce_2:treebeard_introduce_3|Veľmi sa ospravedlňujem za vyrušenie... Som len unavený pútnik hľadajúci úkryt kvôli nedávnym udalostiam... moje meno je {playername}. Nevadilo by, keby som sa vás spýtal, čo ste zač ?
dlga_treebeard_introduce_3:treebeard_introduce_4|(Stromový obor s mohutnými končatinami otvorí ústa, ktoré sú skryté za malými vetvičkami, listmi a machom. Veľmi pomalým, hlbokým a dunivým hlasom veľmi pomaly objasňuje, tým najpôsobivejším spôsobom:)^ 'Hrúúúm... Húúúmmm... *Já* ti svoje meno nepoviem... rozhodne nie. Trvalo by to totiž hodnú chvíľu. Moje meno rastie celý čas, a já žijem už veľmi, veľmi dlho; takže moje meno je ako príbeh. Pravé mená ti, v mojom jazyku, Starej Entštine ako jej hovoríte, povedia príbehy vecí, ku ktorým patria. Je to nádherný jazyk, ale povedať ním niečo trvá veľmi dlho, takže v ňom nehovoríme o niečom, čo nestojí za dlhé rozprávanie a počúvanie.'
dlga_treebeard_introduce_4:treebeard_introduce_5|Tak ty si ent ! Legendy o vás rozprávajú a je mi cťou byť v tvojej prítomnosti. Nechcem však rušiť a odídem, ak si to želáš.
dlga_treebeard_introduce_5:treebeard_questtalk|(Stuhnutý obor a ostatní enti stoja hodnú chvíľu v tichosti a nehybne. Vetrík im vanie skrz listnaté vlasy a brady. Potom sa na seba dlho zahľadia, len ten ukvapený ent pripomínajúci žeriav sa zdá, že by rád prehovoril. No mlčí, čaká pokiaľ obrovský stuhnutý ent opäť prehovorí:)
dlga_treebeard_questtalk:treebeard_quest_brief|{reg2? Ako som už povedal.....:Hrúúm...  Vážime si tvojich zdvorilých prejavov. To je {reg1?pre tvoju rasu neobyčajné:radostné rozprávať sa zase s elfmi}.} Časy sú pre nás zlé od dôb, kedy Entky zmizli - a teraz sa tu potĺka mnoho zlých tvorov vypustených samotným Temným Pánom, ktoré sa snažia zničiť naše domovy. Hľadáme niekoho kto je rýchli, ale nie ukvapený. Niekoho, kto nám pomôže, keď si preberieme naše plány.^Veľa ohyzdích tlúp vpadlo do lesov a páli stromy s ohnivými šípmi - pokiaľ by si bol ochotný pobiť ohyzdov a dohliadnuť, aby už neohrozovali lesy, boli by sme veľmi vďačný a uctili ťa ako pravého priateľa. Urob to a zase si prehovoríme. 
dlga_treebeard_quest_brief:close_window|Ohyzdi sú ozaj skazené tvory. Zaistím, aby znova lesu neublížili.
dlga_treebeard_quest_brief:treebeard_pretalk|Ospravedlňujem sa, ale teraz ne to nemám čas.
dlga_treebeard_questtalk:close_window|(Entí vodca pomaly otvorí jeho skryté ústa. Ostatný enti ťa pozorujú, pomaly začínajú vydávať dlhý hlboký tón, ktorý mierne otriasa zemou - uvedomíš si, že sa smejú Entsky. Mladý ent podobný žeriavu dupne jeho sedem-prstov veľkou nohou tak silno, až ťa otras zeme zvalil.)^' Opatrne, Rýchlolúč, nechceme ublížiť našemu mladému bojovníkovi. Hrrrm... Som Stromobrad, najstarší z entov, a všetci sme vám veľmi vďačný za vaše služby... Hrúúm... Dovoľ mi darovať ti Entskú Vodu na oslavu tvojho úspechu.'
dlga_treebeard_questtalk:close_window.1|(Stuhnutý stromový obor a ostatní enti stoja v tichosti. Vetrík im vanie skrz listnaté vlasy a brady.)
dlga_treebeard_pretalk:treebeard_talk_response|Hrúúúm... Čo by si sa rád dozvedel, mladý priateľ?
dlga_treebeard_talk_response:treebeard_about_himself|Prezraď mi viac o tebe.
dlga_treebeard_talk_response:treebeard_about_entwives|Porozprávaj mi o entkách.
dlga_treebeard_talk_response:treebeard_about_ents|Povedz mi o entoch.
dlga_treebeard_talk_response:close_window|Už nič, zbohom.
dlga_treebeard_about_himself:treebeard_pretalk|(Entí vodca vyzerá vážne a v hlbokom zamyslení. Po chvíľke pomaly prehovorí:)^'Nebuď tak ukvapený... môžeme si o tom pohovoriť, keď budú lesy očistené od ohyzdov.'
dlga_treebeard_about_himself:treebeard_pretalk.1|Hrúúúm... Som najstarší zo svojho druhu hmmm... Niekoľkým smrteľníkom som známi ako Stromobrad a elfovia ma volajú Fangorn. Húmmm... Ja, Kôroš a Lúčovlas sme jediný enti, ktorý kráčali lesmi pred Temnotou. Už nie som tak ohybný ako som býval... zato mladý Rýchlolúč sa dokáže ohýbať a zmietať ako štíhly strom vo fujavici... Húmmm... Keby tu tak boli entky... 
dlga_treebeard_about_entwives:treebeard_pretalk|(Entí vodca sa odrazu zatvári smutne a jeho hlas je neobyčajne hlboký.)^'Húmmm... To je smutný príbeh... keď budú lesy od ohyzdov čisté môžme sa o tom porozprávať.'
dlga_treebeard_about_entwives:treebeard_pretalk.1|Ahúmmm... prekrásne entky... radi sadia a pestujú... mali sme im viac načúvať... Hrúúúm... odišli do Hnedozeme sadiť záhrady a naučili smrteľníkov, ako zúrodniť pôdu... navštevovali sme ich... potom... Sauron zaútočil... entky sa stratili... húmmm... Fimbrethil... mala farbu zrelého obilia... hľadali sme ich... ale nenašli... zatiaľ...
dlga_treebeard_about_ents:treebeard_pretalk|Hrúúúm... Sme pastieri stromov a chránime ich od nebezpečenstiev. Sme starší než každá smrteľná rasa, no nie tak starí ako elfovia, ktorí nás prebudili z nemoty. Ale veci sa behom vekov zmenili. Na počiatku sme boli viac ukvapení a ohybní. V priebehu času sa veľa z nás stratilo. Niektorí z nás sú ešte vždy praví enti, sú stále dosť živí naším spôsobom, ale mnohí sú čoraz ospanlivejší, stromovatejú, ako by si povedal ty. Väčšina stromov sú, prirodzene, stromy; no mnohé sú napoly prebudené. Niektoré sú celkom prebudené a zopár ich je, nuž, ako by som to... skrátka entovatejú. Tak to ide stále. Keď sa toto stromu prihodí, zistíš, že niektoré majú zlé srdcia. No robíme, čo môžeme. Držíme ďalej cudzincov a ľahkomyseľných ukvapencov; usmerňujeme a učíme, kráčame a staráme sa hvozdy.
dlga_start:close_window.6|Mmmmm?
dlga_start:close_window.7|Mmhhrmmm?
dlga_start:close_window.8|Mmmrhrrhmm?
dlga_start:looters_2_join|Skloň sa pred mocou {s4} a slúž mi !
dlga_looters_2_join:close_window|Budeme počúvať, pane.
dlga_start:close_window.9|^^VRRRRRR!^^
dlga_start:close_window.10|^^VRRRRRR!^^
dlga_start:member_castellan_talk|Áno, {playername}?  Čo pre teba môžem urobiť ?
dlga_member_castellan_pretalk:member_castellan_talk|Ešte niečo ?
dlga_member_castellan_talk:member_review_castle_garrison|Chcem si prezrieť posádku hradu.
dlga_member_review_castle_garrison:member_castellan_pretalk|Samozrejme, tu je náš zoznam. Keby si žiadal nejaké zmeny, daj mi vedieť.
dlga_member_castellan_talk:member_review_castellan_equipment|Ukáž mi svoju výbavu.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Nuž dobre, všetko je to tu...
dlga_member_castellan_talk:member_castellan_join|Chcem, aby ste opustili hrad a pripojili sa k mojej družine.
dlga_member_castellan_join:close_window|Obľúbil som si toto miesto... Ale keď si to želáš, {playername}, pôjdem s tebou.
dlga_member_castellan_join:member_castellan_pretalk|A kde prespíme? Máš so sebou celú armádu, {playername}, nie je tu miesto pre všetkých.
dlga_member_castellan_talk:close_window|[Odísť]
dlga_member_chat_00:member_lady_1|{playername}, kedy myslíš že dorazíme do cieľa?
dlga_member_lady_1:close_window|Stále máme pred sebou dlhú cestu.
dlga_member_lady_1:close_window.1|Čoskoro. Už sme skoro tam.
dlga_member_chat_00:member_scout_1|Sme pripravený na našu prieskumnícku misiu. Máme vyraziť?
dlga_member_scout_1:close_window|Áno, máte svoje rozkazy. Zbohom.
dlga_member_scout_1:close_window.1|Počkaj ešte chvíľu, nie hneď.
dlga_do_member_trade:member_talk|Ešte niečo ?
dlga_member_chat_00:member_talk|Áno, {s5}?
dlga_member_talk:member_trade|Ukáž my svoju výbavu.
dlga_member_trade:do_member_trade|Ospravedlňujem sa, moja výbava je len moja.
dlga_member_trade:do_member_trade.1|Nuž dobre, všetko je to tu...
dlga_member_talk:view_member_char_requested|Čo mi môžeš povedať o tvojich schopnostiach ?
dlga_view_member_char_requested:do_member_view_char|Dobre, kde by som mal začať...
dlga_member_talk:member_separate|Potrebujeme sa na chvíľu rozdeliť.
dlga_member_talk:ziggy_ask_more|Zigûrphel, potrebujem od teba ďalšieho Vroka. Vedela by si to zariadiť?
dlga_ziggy_ask_more:close_window|Už nemáte poskytnúť aký život, Veliteľ.
dlga_ziggy_ask_more:ziggy_not_rested|Dajte mi trocha viac času, Veliteľ. Rituál ma úplne vyčerpal.
dlga_ziggy_ask_more:close_window.1|Viacej kontrolovať už nedokážem. Potrebujem sa stať mocnejším...
dlga_ziggy_ask_more:ziggy_choose_prisoners|Samozrejme, Veliteľ. Ktorého mi môžete poskytnúť?
dlga_ziggy_not_rested:close_window|V tom prípade odpočívaj rýchlejšie, potrebujem ich viacej.
dlga_member_separate:member_separate_confirm|Naozaj? Nuž, nebudem sa tu len tak potĺkať. Vrátim sa späť do {s4}. Chceš to tak?
dlga_member_separate_confirm:member_separate_yes|Áno. Musíme sa rozdeliť.
dlga_member_separate_confirm:do_member_trade|Nie, radšej ťa budem mať po mojom boku.
dlga_member_separate_yes:close_window|Nuž dobre, odídem. Vyhľadaj ma pokiaľ ma budeš potrebovať.
dlga_member_talk:member_question|Chcel by som sa ťa na niečo spýtať.
dlga_member_talk:close_window|Už nič.
dlga_member_question:member_question_2|Dobre, čo si sa chcel spýtať ?
dlga_member_question_2:member_morale|Aký máš dojem o spôsoboch, akými sa veci dejú v tejto družine ?
dlga_member_question_2:member_health|Ako si na tom so zdravím ?
dlga_member_question_2:member_background_recap|Porozprávaj mi prosím znovu o sebe.
dlga_member_background_recap_3:do_member_trade|A krátko po tom som sa pridal k vám.
dlga_do_member_view_char:member_talk|Ešte niečo ?
dlga_start:close_window.11|Odídete kedykoľvek budete pripravený.
dlga_start:close_window.12|Nemrhajte dnes už viac mojím časom, prosím. Možno že by sme sa mali znova stretnúť neskôr.
dlga_companion_recruit_signup_response:close_window|Bohužiaľ. Práve teraz už nemôžem naverbovať viac ľudí do mojej družiny.
dlga_companion_recruit_rank:close_window|Zdá sa, že nie si dosť ctený mojím ľudom, {playername}. Si {s29} a potrebuješ byť {s24} aby som sa propojil [o {reg3} viac bodov hodnosti potrebných].^Prehovoríme si znovu, až keď budeš viac uznávaný.
dlga_companion_recruit_rank:companion_recruit_payment.1|Rád vidím, že si sa stal {s29}, a rád sa k tebe pripojím.
dlga_companion_recruit_payment_response:close_window|Nuž, v tom prípade nemôžem nič robiť.
dlga_start:companion_recruit_meet_again|Znova sa stretávame.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|Tak... Čo ste robili od doby nášho posledného stretnutia ?
dlga_start:companion_recruit_secondchance|Áno?
dlga_companion_recruit_secondchance:close_window|Už nič.
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|Možno že by si sa mi hodil v mojej družine. 
dlga_companion_recruit_backstory_delayed_response:close_window|Už nič, možno nabudúce.
dlga_companion_recruit_signup_confirm:close_window|Výborne! Daj mi chvíľku aby som sa prichystal a budem pripravený vyraziť.
dlga_start:companion_rehire|Moja ponuka pre môj návrat stále platí, pokiaľ pre mňa máte miesto.
dlga_start:companion_rehire.1|Je dobre ťa vidieť nažive, {s5}! {s6}, a ja sme nevedeli či si bol uväznený, alebo zabitý, alebo sa ti podarilo utiecť. Od tej doby tu čakám, hľadajúc správy o tvojom osude. Môžem sa vystrojiť a znova sa pripojiť k tvojej družine ?
dlga_start:companion_was_dismissed|Je dobré ťa opäť vidieť, {s21}! Poviem ti pravdu. Dúfal som, že na teba narazím.
dlga_companion_was_dismissed:companion_rehire|{s5}. Chcel by si sa opäť pripojiť k mojej družine ?
dlga_companion_rehire:companion_recruit_signup_confirm|Vitaj späť, priateľ!
dlga_companion_rehire:companion_rehire_refused|Prepáč, ale práve teraz nemôžem naverbovať viac ľudí. 
dlga_companion_rehire_refused:close_window|Nuž... Vyhľadaj ma keby si si to rozmyslel, dobre?
dlga_event_triggered:ziggy_ask_prisoners|Veliteľ, na slovíčko. Rozdrtili ste našich nepriateľov a získali ste pár zajatcov - zdravých a živých. Môžem ti poskytnúť veľký dar, ak by si mi dovolil za výmenu túto drobnosť: daj mi jedného z tých, ktorých sme uväznili.
dlga_event_triggered:ziggy_ask_prisoners.1|Veliteľ, gratulujem vám k vášmu úspechu. Pokiaľ si ešte spomínate, tak som vám naposledy hovoril, že mám pre jedného zo zajatcov využitie. Prinesie vám to len úžitok, Veliteľ, ubezpečujem vás.
dlga_ziggy_ask_prisoners:ziggy_ask_why|Dosť už bolo tých tvojich tajomstiev, Zigûrphel! Hovor, a rezko! Na čo potrebuješ väzňa?
dlga_ziggy_ask_why:ziggy_reason|Trpezlivosť, trpezlivosť, Veliteľ! Vyhovejte mi v tejto malichernosti a ja vám ukážem hotový zázrak.
dlga_ziggy_reason:ziggy_yes|Vyvolal si vo mne zvedavosť. Tak dobre. Predám jedneho zo zajatcov do tvojej... starostlivosti.
dlga_ziggy_reason:ziggy_no|Tentokrát nie, Zigûrphel. Vráť sa na svoje stanovisko.
dlga_ziggy_no:close_window|Výborne, Veliteľ, len hlupák by si nechal skrz prsty prekĺznuť môj dar.
dlga_ziggy_no:close_window.1|Jak chcete, Veliteľ.
dlga_ziggy_yes:ziggy_choose_prisoners|Výborne. Ktorý zo specimentov by ste mi odovzdali?
dlga_ziggy_choose_prisoners:ziggy_no|Nemám žiadného zajatca, ktorého by som ti chcel odovzdať.
dlga_ziggy_chosen_prisoner:ziggy_ritual|Ďakujem, Veliteľ! Momentíček... ah áno, tento poslúži veľmi dobre... Agannūlo burudan kinum! Kadō nakh, îdô ugru-dalad dâira!
dlga_ziggy_chosen_prisoner:ziggy_ritual.1|Tak čo to tu máme? Pyšný, vzdorovitý? Či bojazlivý, aký by sa mal byť práve teraz ty? Však ja ti dám dobrý dôvod sa báť, veru tak! Agannūlo burudan kinum! Kadō nakh, îdô ugru-dalad dâira!
dlga_ziggy_ritual:ziggy_ritual_succeed|Ah áno... áno! Pohliadnite, Veliteľ! Pohliadnite na to, čo som ja, Zigûrphel, dokázala! Počuli ste niekedy o vrokoch z Angbandu? O Draugluinovy alebo o mocnom Carcharothovy, ktorý smrteľne dohrýzol Huana, Valinorského vlkodlava? Presne ako Temný Pán môže meniť a väzniť ducha v schránku vhodnú pre jeho účely, tak som aj ja pokorila nižšieho ducha a pripútala ho k nám ako netvora temnoty! Tento však nie je samozrejme taký silný, ako Draugluinov priamy potomok, nič také, ale poslúži.
dlga_ziggy_ritual:ziggy_ritual_succeed.1|Vždy je uspokojivé príjmuť nepriateľa doplaziť sa až k pätám.
dlga_ziggy_ritual:ziggy_choose_prisoners|Ach! Tento je prislabý! Bezcenný! Daj mi nejakého silnejšieho, Veliteľ, niekoho, kto tak ľahko nepodľahne!
dlga_ziggy_ritual_succeed:close_window|A samozrejme, dovoľte mi trocha si odpočinúť; po tom mi môžete predať ďalšieho zajatca. O zbytok sa postarám.
dlga_companion_objection_response:close_window|Ďakujem, vážim si tvojej podpory.
dlga_companion_objection_response:close_window.1|Dúfam, že sa to už nebude opakovať.
dlga_companion_objection_response:close_window.2|Tvoje námietky sú odvôvodnené, ale mám na práci dôležitejšie veci.
dlga_companion_personalityclash2_response:close_window|Považujem {s11} za cenného člena našej družiny. Mal by si si vážiť {reg11?ju:ho} viac.
dlga_companion_personalityclash2_response:close_window.1|Máš pravdu. Tiež niesom spokojný s chovánim {s11} a poviem {reg11?jej:mu} to.
dlga_companion_personalityclash2_response:close_window.2|Nemám čas na vaše šarvátky.
dlga_companion_personalityclash_response:close_window|Považujem {s11} za cenného člena našej družiny. Mal by si si vážiť {reg11?ju:jeho} viac.
dlga_companion_personalityclash_response:close_window.1|Máš pravdu. Tiež nie som spokojný s chovánim {s11} a poviem {reg11?jej:mu} to.
dlga_companion_personalityclash_response:close_window.2|Nemám čas na vaše šarvátky.
dlga_companion_personalitymatch_response:close_window|Výborne.
dlga_event_triggered:companion_faction_demolished|{s5}, {reg6?naša:moja} {s6} domovina bolestne trpí vo Vojne, žiadam ťa, aby si pomhol {reg6?našemu:môjmu} ľudu hneď, ako budeme odpočinutý a pripravený.
dlga_companion_faction_demolished:close_window|V tom prípade by sme mali ihneď vyraziť na pomoc {s6}.
dlga_companion_faction_demolished:close_window.1|Je mi ľúto, ale sme potrebný inde.
dlga_companion_home_description:companion_home_description_2|Povedz mi viac.
dlga_companion_home_description:close_window|Nemáme čas na rozhovor práve teraz.
dlga_companion_home_description:close_window.1|Nechcem, aby ma spoločníci obťažovali s takýmito hlúposťami.
dlga_start:player_hire_troop|{s33}^^Velím posádke {s21}. Priali ste si vidieť ma?
dlga_player_hire_troop:player_hire_troop_give|Niektoré jednotky mojej družiny by boli viac užitočný tu, ako obrana {s21}.
dlga_player_hire_troop:close_window|Chcem si prezrieť jednotky, ktoré som tu umiestnil.
dlga_player_hire_troop:player_hire_trolls_take|Som veliteľ hodný bojového zlobra - daj mi jedného!
dlga_player_hire_trolls_take:close_window|Chceš si založiť svojú vlastnú Temnú Légiu? Príď naspäť, keď budeš môcť do svojej družiny pridať dospelého Zlobra.
dlga_player_hire_trolls_take:close_window.1|Ty? Ty skrslý červ. Strať sa mi z očí. Bojový zlobor, no to isto. (Musíš byť {s24} alebo ešte vyššej hodnosti)
dlga_player_hire_trolls_take:player_hire_trolls_how_many|Bude to stáť {reg21} vplyvu.
dlga_player_hire_trolls_take:close_window.2|Zmenil som názor.
dlga_player_hire_trolls_how_many:player_hire_troll_buy_done|Strašidelné zviera. A teraz je moje!
dlga_player_hire_trolls_how_many:player_hire_troll_armoured|Budú lepšie bojovať so železnými platňami, ktoré ich budú ochraňovať. Spravte to!
dlga_player_hire_troll_armoured:player_hire_trolls_how_many|{s55}
dlga_player_hire_trolls_how_many:player_hire_troll_buy_not_enough|Zmenil som názor.
