dlga_hobbit_general_talk_second_met:hobbit_general_talk_3|Áh, tað má hava verið systkinabarn mítt! Peregrin Took, ella Pippin, sum tey rópa hann. Vit eru hobbar, {sir/madam}, og vit eru úr Sýsluni, báðir tveir! Góði gamli Pippin. Gud viti hvussu tað mann gangast honum í Minas Tirith.
dlga_hobbit_general_talk_second_met:hobbit_general_talk_3.1|Áh, tað má hava verið systkinabarn mítt! Meriadoc Brandybuck, ella Merry sum tey rópa hann. Vit eru hobbar, {sir/madam}, og vit eru úr Sýsluni, báðir tveir! Góði gamli Merry. Gud viti hvussu tað mann gangast honum í Edoras.
dlga_hobbit_general_talk_3:close_window|Farvæl!
dlga_start:hobbit_merry_talk_met.1|Væl afturkomin, {playername}!
dlga_start:hobbit_pippin_talk_met.1|Væl afturkomin, {playername}!
dlga_hobbit_merry_talk_met:close_window|Halló, harra Merry!
dlga_hobbit_pippin_talk_met:close_window|Halló, harra Pippin!
dlga_start:treebeard_introduce_1|(Tú leggur merki til, at tú hyggur at einum serstakliga undrunarsomum skepilsi. Hann er sera høgur, er stívur í limunum við børklíknandi húð og hevur leyvlíknandi hár. Mosi veksur á pørtum av kroppi hansara. Men í løtuni leggur tú ikki merki til stórt annað, enn eygu hansara. Djúpu eyguni granska teg, seint og hátíðarliga, tó hvøss og gjøgnumskerandi. Tú metir tey vera brún, við farrum av grønum ljósi sum var tað ein risa vatnbrunnur aftanfyri tey, fullur av aldargomlum minnum og drúgvari, støðugari hugsan. Men ytst lýsa eyguni við nútíðini... sum Sólin skínur á ytstu bløðini á ovurstórum træi, ella sum ringarnir í einum djúpum vatni.)
dlga_treebeard_introduce_1:treebeard_introduce_2|(Tú ert við at lata munnin upp fyri at siga eitthvørt, men ein undarlig stirðnandi kensla legst á teg, sum var luftin ov tunn at anda... kikkandi eftir ondini, ristir tú tað av tær, og ovurvaksna trælíknandi skepilsi gevst við at gløa eins brennandi í eina løtu. Skepilsið heldur fram at gløa at tær, og tú leggur merki til, at hini træskepilsini eisini gløa at tær, sum vanta tey at tú fert at siga okkurt...)
dlga_treebeard_introduce_2:treebeard_introduce_3|Orsaka at eg órógvi... eg eri einans ein troyttur fjakkari sum leitar sær friðskjól frá farnu tilburðunum... navn mítt er {playername}. Ber til at spyrja um navn títt?
dlga_treebeard_introduce_3:treebeard_introduce_4|(Hin stívlimaði trærisin letur seigliga munn sín, sum er fjaldur av greinum, bløðum og mosa, upp. Við eini sera djúpari, seigari og buldrandi rødd greiðir hann frá:)^ 'Hummm... Hmmm... *Eg* fari ætli mær ikki at siga tær navn mítt... ikki enn, í hvussu er. Fyri tað fyrsta, hevði tað tikið langa tíð. Navn mítt veksur allatíð, og tilvera mín hevur verið long; so navn mítt er á ein hátt sum ein søga. Verulig nøvn siga søgurnar um tað tey hoyra til á mínum máli; forn enstiksum, sum tú kundi kalla tað. Tað er eitt vakurt mál, men tað tekur sera langa tíð at siga nakað á tí, og tí siga vit einki, uttan so, at tað vert at taka langa tíð at siga og at lurta eftir.'
dlga_treebeard_introduce_4:treebeard_introduce_5|Áh, tú ert ein enta! Sagnirnar siga frá um tykkum, og tað er mær ein heiður at vera móttikin av tær. Eg vil ikki órógva, og skal taka til rýmingar, um tygum ynskja tað.
dlga_treebeard_introduce_5:treebeard_questtalk|(Stívlimaði risin og hansara felagar standa stillir eina góða løtu, meðan eitt lot fer gjøgnum blaðlíknandi hár og skegg teirra. Teir hyggja at hvør øðrum í rúma tíð, til ein óvanliga ótolin enta, sum líkis einum roynitræi, tykist hava hug at siga eitthvørt. Hann verður, hóast tað, verandi fríðarligur til risastóra stívlimaða entan helt fram:)
dlga_treebeard_questtalk:treebeard_quest_brief|{reg2?Sum áður sagt...:Humm... Vit virðismeta tína fólkaligu framferð. Tað er {reg1?óvanligt at síggja frá tínum slagi:gott at práta við álvar aftur}.} Tíðirnar hava ikki verið góðar, síðani entavív okkara hvurvu - og nú eru tað so mong ónd skepilsi, slept frá Myrka Harranum sjálvum, sum royna at týna heim okkara. Vit leita eftir einum, sum er kvikur, men ikki bráður. Onkrum, sum fær hjálpt okkum, meðan kjakast um hvørji næstu stig okkara vera.^Mangar herdeildir av orkum hava rænt skógin og brent trø okkara við eldpílum - um tú hevði kunnaðbeint fyri orkunum og syrgt fyri, at teir ikki aftur hótta skógin, høvdu vit verið tær takksamir og høvdu mett teg ein sannan vin. Gert tú hetta, kunnu vit práta aftur.
dlga_treebeard_quest_brief:close_window|Orkar eru av sonnum ótespilig skepilsi. Eg skal syrgja fyri, at teir ikki gera skóginum fortreð aftur.
dlga_treebeard_quest_brief:treebeard_pretalk|Tíverri havi eg ikki tíð til taks beint nú.
dlga_treebeard_questtalk:close_window|(Entaleiðarin letur seigliga hulda munn sín upp, og hinar enturnar hyggja at tær og byrja eisini at murra eitt langt djúpt ljóð, sum fær jørðina lættliga at ristast - tú leggur merki til, at teir flenna á entiskan hátt. Ein, eftir umstøðunum, ung royðutrælíkandi enta trampar fót sín við sjey táum í jørðina. Hon skelvir so illa, at tú nærum dettur.)^'Róligur, Bráibjálki, ansa eftir ikki at skaða unga hermann okkara. Hummm... Navn mítt er Træskeggi, elstur entanna, og vit eru takksamir fyri tænasturnar tú veitir okkum.... Hummm... Tak ímóti hesi gávu av entuvatni fyri at hátíðarhalda góða úrslitið.'
dlga_treebeard_questtalk:close_window.1|(Stívlimaði risin og felagir hansara standa fríðarligir og stillir, meðan enn eitt lot fer gjøgnum blaðkenda hár og skegg teirra.)
dlga_treebeard_pretalk:treebeard_talk_response|Hummm... Hvat vilt hava at vita, ungi vinur mín?
dlga_treebeard_talk_response:treebeard_about_himself|Sig mær meira um teg sjálvan.
dlga_treebeard_talk_response:treebeard_about_entwives|Sig mær meira um entavívini.
dlga_treebeard_talk_response:treebeard_about_ents|Sig mær meira um enturnar.
dlga_treebeard_talk_response:close_window|Lika mikið. Farvæl!
dlga_treebeard_about_himself:treebeard_pretalk|(Entaleiðarin tykist fjarur og hábærsligur. Eftir eina løtu sigur hann seigliga:)^'Ver ikki bráður... vit kunnu práta meira um hetta, tá skógurin aftur er tryggur.'
dlga_treebeard_about_himself:treebeard_pretalk.1|Hummm... eg eri elstur av mínum slagi, hmmm... eg verði róptur Træskeggi av summum deyðiligum, og álvarnir nevna meg Fangorn. Hummm... eg, Barkahúð og Blaðlokkur eru teir einastu, ið gingur skógin, áðrenn myrkrið fall á hann. Eg eri ikki eins fimur, sum eg var áður... ungi Bráibjálki fær vent og snara sær eins og eitt mjátt træ í vindinum... hummm... um bert entavívini vóru her...
dlga_treebeard_about_entwives:treebeard_pretalk|(entaleiðarin gerst brádliga syrgin á at líta, og rødd hansara gerst óvanliga djúp.)^'Hummm... hetta er ein syrgilig søga... tá skógirnir ikki longur eru plágaðir av orkum, kunnu vit aftur práta um hetta.'
dlga_treebeard_about_entwives:treebeard_pretalk.1|Áhummm... vøkru entavívini... teimum dáma at festa rót og veksa... vit áttu at havt lurtað betri eftir teimum... Hrummm... so rýmdu tær til Brúna londini fyri at sáa urtagarðar, og tær lærdu deyðilig at velta jørðina... vit vóru vanir at vitja tær... til... Sauron leyp á... entavívini eru nú horvin... hummm... Fimbrethil... hennar dámur av búnum korni... vit hava leita eftir teimum... menn ikki funnið tær... enn...
dlga_treebeard_about_ents:treebeard_pretalk|Hrummm... Vit eru træhirðarnir, og vit verja tey frá vanda. Vit eru eldri enn øll tey deyðiligu ættarfólkini, men ikki eins gamlir og álvarnir, sum grøddu okkum frá tøgnini. Mangt er broytt gjøgnum øldirnar. Í fyrstuni vóru vit bráðari og fimari. Gjøgnum tíðina, eru mangir av okkum vilstir. Vit eru nakrir, sum enn eru sannar entir og lívligir eftir okkara máti, men mangir eru vorðir svøvntungir, mest líkir trøum, vildi tú sagt. Flestu trøðini eru bert trø, sjálvsagt; tó eru mong hálvvakin. Aftur onnur eru fullvakin, og enntá eru tey, ið byrja at líkjast entum. Tað gongur fyri seg allatíðina. Tá tað hendir, sæst, at summi eru, ið hava ónd hjørtu. Hóast tað, royna vit okkara besta. Vit halda femmandum og gjødnum burtur; og vit laåa og læra, vit leika og lúka.
dlga_start:close_window.1|Mmmmm?
dlga_start:close_window.2|Mmhhrmmm?
dlga_start:close_window.3|Mmmrhrrhmm?
dlga_start:looters_2_join|Níð fyri mátti {s4} og tæn mær!
dlga_looters_2_join:close_window|Vit vilja líða teg, Harri.
dlga_start:close_window.4|^^KNURR!^^
dlga_start:member_castellan_talk|Ja, {playername}? Havt kann eg gera fyri tygum?
dlga_member_castellan_pretalk:member_castellan_talk|nakað annað?
dlga_member_castellan_talk:member_review_castle_garrison|Eg vil kanna hermannalegu hjá borgini.
dlga_member_review_castle_garrison:member_castellan_pretalk|Sjálvandi. Her eru listar okkara. Sig mær frá, um tygum vilja broyta nakað...
dlga_member_castellan_talk:member_review_castellan_equipment|Lat meg síggja tína útgerð.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Jújú, alt er her...
dlga_member_castellan_talk:member_castellan_join|Eg vil hava teg at fara frá borgini og koma við mínum herliði.
dlga_member_castellan_join:close_window|Eg eri vorðin heilt væl við staðið... men sum tygum ynskja, {playername}, eg skal koma við tygum.
dlga_member_castellan_join:member_castellan_pretalk|Og hvar skuldu vit sovið? Tú hálar ein heilan her við tær, {playername}, her er ikki pláss fyri okkum øllum.
dlga_member_castellan_talk:close_window|[Far avstað]
dlga_member_chat_00:member_lady_1|{playername}, nær metur tú, at vit náa fram á mál.
dlga_member_lady_1:close_window|Tað er langur vegur enn.
dlga_member_lady_1:close_window.1|Skjótt. Vit eru nærum komin fram.
dlga_member_chat_00:member_scout_1|Vit eru klárir at fara at njósnast. Skulu vit fara nú?
dlga_member_scout_1:close_window|Ja, tit hava fingið boð um hvat tit skulu. Farvæl!
dlga_member_scout_1:close_window.1|Bíða ein løtu, ikki rættiliga enn.
dlga_do_member_trade:member_talk|Nakað annað?
dlga_member_chat_00:member_talk|Ja, {s5}?
dlga_member_talk:member_trade|Lat meg síggja tína útgerð.
dlga_member_trade:do_member_trade|Umber meg, men mín útgerð er mín egna.
dlga_member_trade:do_member_trade.1|Jújú, alt er her...
dlga_member_talk:view_member_char_requested|Hvat kanst tú fortelja mær um evni tíni?
dlga_view_member_char_requested:do_member_view_char|Í lagi, lat meg siga tær...
dlga_member_talk:member_separate|Vit noyðast at fara hvør sína leið í eina tíð.
dlga_member_separate:member_separate_confirm|Veruliga? Eg fari so ikki bara at sita og bíða her. Eg fari aftur til {s4}. Er tað vilji tin?
dlga_member_separate_confirm:member_separate_yes|Tað er. Vit noyðast at fara hvør til sítt.
dlga_member_separate_confirm:do_member_trade|Nei, eg vil heldur, at tu ert við mína lið.
dlga_member_separate_yes:close_window|Nú so. So fari eg, meðni. Gev mær boð, um tú fært brúk fyri mær.
dlga_member_talk:member_question|Eg vildi fegin spyrja teg um okkurt.
dlga_member_talk:close_window|Líka mikið.
dlga_member_question:member_question_2|Í lagi. Hvat vilt tú spyrja um?
dlga_member_question_2:member_morale|Hvussu heldur tú tað gongur í herdeildini?
dlga_member_question_2:member_health|Hvussu hevur heilsan tað?
dlga_member_question_2:member_background_recap|Sig mær søgu tína aftur.
dlga_member_background_recap_3:do_member_trade|Stutt eftir kom í títt fylgi.
dlga_do_member_view_char:member_talk|nakað annað?
dlga_start:close_window.5|Latum okkum fara so skjótt tú ert klárur.
dlga_start:close_window.6|Vinarliga lat vera við at spilla meira av míni tíð í dag. Møguliga síggjast vit aftur.
dlga_companion_recruit_signup_response:close_window|Tíverri havi eg ikki brúk fyri fleiri hondum í herdeild míni sum nú er.
dlga_companion_recruit_rank:close_window|Tað tykist mær, at tygum ikki standa nóg høgt í metum hjá fólki mínum, {playername}. Tygum eru ein {s29} og noyðast at vera ein {s24}, fyri at eg skal gerðast limur [{reg3} stig ov lágur í tign].^Lat okkum práta aftur, tá tygum eru hækkaður í tign.
dlga_companion_recruit_rank:companion_recruit_payment.1|Eg eri glaður fyri at síggja, at tygum eri vorðin {s29}, og eg gleði meg at koma við tygum.
dlga_companion_recruit_payment_response:close_window|So er ikki nógv, eg fái gjørt.
dlga_start:companion_recruit_meet_again|Vit møtast aftur.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|So... hvat hevur tú gjørt síðani síðst vit møttust?
dlga_start:companion_recruit_secondchance|Ja?
dlga_companion_recruit_secondchance:close_window|Líka mikið.
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|Tað kann vera, at eg fái brúkt teg í herdeild mínari.
dlga_companion_recruit_backstory_delayed_response:close_window|Líka mikið. Eina aðruferð kanska.
dlga_companion_recruit_signup_confirm:close_window|Frálíkt! Gev mær eina løtu at fyrireika meg og so eri eg klárur at fara.
dlga_start:companion_rehire|Tilboð mítt um at koma við tær aftur, er enn galdandi, um tú vilt hava meg.
dlga_start:companion_rehire.1|Tað er gott at síggja teg á lívi, {s5}! {s6} og eg vistu ikki hvørs tú vart tikin fangi, dripin ella tók til rýmingar. Eg havi bíða her síðani og kanna mær tíðindi um lagnu tína. Skal eg fara eftir útgerð míni og koma við herdeild tíni aftur?
dlga_start:companion_was_dismissed|Tað er gott at síggja teg, {s21}! Fyri at tað skal vera satt, hevði eg vónað rent meg í teg aftur.
dlga_companion_was_dismissed:companion_rehire|{s5}. Vilt koma við herdeild mínari aftur?
dlga_companion_rehire:companion_recruit_signup_confirm|Væl afturkomin, vinur mín!
dlga_companion_rehire:companion_rehire_refused|Tíverri havi eg ikki pláss fyri fleiri, sum nú er.
dlga_companion_rehire_refused:close_window|Nú so... gev mær boð, um tú broytir meining, ha?
dlga_companion_objection_response:close_window|Takk fyri, eg eri glaður fyri stuðulin.
dlga_companion_objection_response:close_window.1|Vónandi endurtekur tað seg ikki.
dlga_companion_objection_response:close_window.2|Klaga tín er hoyrd, men eg havi annað at takast við beint nú.
dlga_companion_personalityclash2_response:close_window|Eg meti {s11} at vera ein virðismiklan lim av herliðnum. Tú átti at virðismett {reg11?hana:hann} meira.
dlga_companion_personalityclash2_response:close_window.1|Tú hevur rætt. Eg eri ikki nøgdur við hvussu {s11} uppførur seg og fari at siga tað við {reg11?hana:hann}.
dlga_companion_personalityclash2_response:close_window.2|Eg havi ikki tíð til sovorið fjas.
dlga_companion_personalityclash_response:close_window|Eg meti {s11} at vera ein virðismiklan lim av herliðnum. Tú átti at virðismett {reg11?hana:hann} meira.
dlga_companion_personalityclash_response:close_window.1|Tú hevur rætt. Eg eri ikki nøgdur við hvussu {s11} uppførur seg og fari at siga tað við {reg11?hana:hann}.
dlga_companion_personalityclash_response:close_window.2|Eg havi ikki tíð til sovorið fjas.
dlga_companion_personalitymatch_response:close_window|Sera gott.
dlga_event_triggered:companion_faction_demolished|{s5}, {reg6?okkara:mítt} {s6} føðiland svíður ræðuliga av krígnum. Eg fari at biðja teg um at hjálpa fólki {reg6?okkara:mítt} so skjótt vit hava hvílt og eru klár.
dlga_companion_faction_demolished:close_window|Um so er, ríða vit at hjálpa {s6} við brestin.
dlga_companion_faction_demolished:close_window.1|Eg er bangin fyri, at hjálpt okkara er fyri neyðini aðrastaðni.
dlga_companion_home_description:companion_home_description_2|Greið mær nærri frá.
dlga_companion_home_description:close_window|Vit hava ikki tíð til leyst prát beint nú.
dlga_companion_home_description:close_window.1|Mær dámar best, um liðfelagar mínir ikki plága meg við slíkum orðaskvaldri.
dlga_start:player_hire_troop|{s33}^^Eg standi á odda fyri herliðinum her í {s21}. Vildi tú mær nakað?
dlga_player_hire_troop:player_hire_troop_give|Nakrir av hermonnunum í liði mínum høvdu gjørt meira nyttu, um teir vardu {s21}.
dlga_player_hire_troop:close_window|Eg vil fegin kanna hermenn mínar her.
dlga_player_hire_troop:close_window.1|Eg havi brúk fyri at venja meira.
dlga_player_hire_troop:tld_sell_prisoners|Eg eri komin við nøkrum fangum.
dlga_tld_sell_prisoners:tld_sell_prisoners_check|{s33} Lat okkum síggja ljóta beisti.
dlga_tld_sell_prisoners_check:tld_sell_prisoners_2|Lat meg kanna fongsul logbókina...
dlga_tld_sell_prisoners_2:player_hire_troop_nextcycle|Broytt meining, ha?
dlga_tld_sell_prisoners_2:player_hire_troop_nextcycle.1|Eg skal syrgja fyri, at teir ikki flýggja úr okkara fangatippum.
dlga_player_hire_troop:close_window.2|Farvæl.
dlga_player_hire_troop_pre_pre_nextcycle:player_hire_troop_pre_nextcycle|Lat meg kanna hermannalistan
dlga_player_hire_troop_pre_nextcycle:player_hire_troop_nextcycle|So tú hevur broytt meining...^eg skilji.
dlga_player_hire_troop_reunite:player_hire_troop_reunite_1|lat meg kanna hermannalistan
dlga_player_hire_troop_reunite_1:player_hire_troop_nextcycle|So tú hevur broytt meining...^eg skilji.
dlga_player_hire_troop_reunite_1:player_hire_troop_nextcycle.1|Vit hava ikki brúk fyri hasum hermonnunum her...^Tak teir aftur.
dlga_player_hire_troop_nextcycle:player_hire_troop|Nakað annað?
dlga_start:player_siege_castle_commander_1|Hvat vilt tú?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|Leggið vápnini! Støða tykkara er vónleys!
dlga_player_siege_castle_commander_1:close_window|Einki. Eg takki fyri meg.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|Møguliga... Kanst svørja á æru tína, at vit vera væl viðfarnir?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|Vit eru til reiðar at fara frá hesi borgini, um tú kanst sverja á æru tína, at tú letur okkum sleppa óskalaðar.
dlga_player_siege_ask_surrender:close_window|Leggja vápnini? Hah! Vit klára at halda skansan, til vit doyggja av elli.
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|Eg gevi tær einki! Legg vápnini nú og bið tína síðstu bøn.
dlga_player_siege_ask_surrender_treatment_reject:close_window|Bølmenni! Vit berjast til síðsta mann!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|Tygum vera latin fyri loysigjald og menn tínir sleppa at liva. Tað lovi eg tær.
dlga_player_siege_ask_surrender_treatment_accept:close_window|Í ordan. Við teimum treytunum, gevi eg meg yvir.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|Tað lovi eg tær. Tygum verða ikki álopin, um tygum sleppa borgini.
dlga_player_siege_ask_leave_unmolested_accept:close_window|Í lagi. Vit geva tygum borgina. Tygum hava vunnið hesaferð, men vit fara at møtast aftur. 
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|Tað kann eg ikki góðtaka! Eg vil hava fangar.
dlga_player_siege_ask_leave_unmolested_reject:close_window|Um so er, verja við borgina til deyða okkara. Hesar samráðingarnar eru lidnar. Farvæl!
dlga_defeat_lord_answer:defeat_lord_answer_1|Tú ert mín fangi nú.
dlga_defeat_lord_answer_1:close_window|Eg standi við tína náði.
dlga_defeat_lord_answer:defeat_lord_answer_2|Tygum hava barst væl. Tygum eru fríður at fara.
dlga_start:party_encounter_lord_hostile_attacker|{playername}!
dlga_start:party_encounter_lord_hostile_attacker.1|Steðga!
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|Er eingin loysn uttan at berjast? Eg vil ikki berjast við teg.
dlga_party_encounter_lord_hostile_attacker_2:close_window|Ikki loypa á! Vit geva okkum yvir.
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|Vit berjast til okkara deyða!
dlga_party_encounter_offer_dont_fight:close_window|Eg standi í tini skuld, geri eg ikki? Í lagi. Tú skalt sleppa hesaferð.
dlga_party_encounter_offer_dont_fight:close_window.1|Ha-ha. Men eg vil berjast við teg.
dlga_start:close_window.7|Skríð, skitni biddari.
dlga_start:lord_start|Jamen, er tað ikki djarva hetja mín, {playername}...
dlga_start:lord_start.1|Gott at sígja teg aftur {playername}...
dlga_start:lord_start.2|So møttust vit aftur, {playername}...
dlga_start:lord_meet_neutral|Kennast vit?
dlga_lord_meet_neutral:lord_intro|Eg eri {playername}.
dlga_lord_meet_neutral:lord_intro.1|Navn mítt er {playername}, til tygara tænastu.
dlga_lord_meet_enemy:lord_intro|Eg eri {playername}.
dlga_lord_meet_enemy:lord_intro.1|Eg verði róptur {playername}. Legg tær tað í geyma, tú fert ofta at hoyra tað verða nevnt.
dlga_start:lord_start.3|Nú so, {playername}...
dlga_lord_start:lord_generic_mission_completed|Skurðlækni tín kláraði at yvirtala vin mín og gjøgnumførdi skurðviðgerðina. Nú er bert at biðja fyri heilsu hansara. Líka mikið hvat, so takki eg tær fyri, at tú lænti mær lækna tín, {playername}. Tú ert av sonnum eitt stórbært menniskja. Eg gloymi tær tað ikki.
dlga_lord_start:lord_investigate_fangorn_completed0|So, {playername}, tú ert afturkomin úr Fangorn. Hvørjum fanst tú út av?
dlga_lord_investigate_fangorn_completed0:lord_investigate_fangorn_completed1|Trøini eru livandi! Tey lupu á herdeildir okkara!
dlga_lord_investigate_fangorn_completed1:close_window|Tað sum eg væntaði. Tú hevur tænt mær væl, {playername}.
dlga_lord_start:close_window|Tol mítt er uppi. Eg hevði roknað við, at tú, langt um leingi, kundi sagt mær okkurt um Fagorn, men tu veist einki!
dlga_lord_active_mission_2:lord_capture_troll_completed_two_trolls|Harri, eg vil hervið geva tær ikki eittans, men eitt par av kríatúrum!
dlga_lord_active_mission_2:lord_capture_troll_completed_one_troll|Harri, eg havi tamt kríatúrið, eins og tú baðst um!
dlga_lord_capture_troll_completed_two_trolls:lord_capture_troll_completed_two_trolls_thankyou|Tvey kríatúr! Frálíkt, {playername}. Tú hevur víst at vera verdan, og slík evni og slíkur trúðskapur skal vera tær løntur. Við tínum tveimum trøllum, klára vit okkum uttan eitt av teimum, sum vit nýta til royndir. Tað er ein vælvandur trælur, klárur berjast eftir boðum. Vit meina TÍNUM boðum, {playername}.
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_info|Kann eitt villinnidjór noyðast at fylgja boðum?
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_accept|Takk fyri, harri. Tygum verða nøgdur við hvussu trøllið verður nýtt.
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_refuse|Takk fyri, harri. Men eg eri ikki verdur eina so stóra gávu. Tað er ov vandamikið hjá mær.
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_refuse.1|Takk fyri, harri. Men eg eri ikki verdur eina slíka gávu. [no room in party!]
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_raise|Harri, eg kann fføra størri oyðing, um tú eisini gevur beistinum eina brynju [10/{reg20} influence]. 
dlga_lord_capture_troll_completed_two_trolls_thankyou_info:lord_capture_troll_completed_two_trolls_thankyou|Setur tú spurning við eginleikarnar hjá harra tínum, {playername}? Beistið er vant upp til at loypa á fíggindar so skjótt teir eru í eygsjón. Tað er nóg mikið. Men tú og hermenn tínir skulu halda greiða frástøðu frá beistinum, tá tað berjist, og aldrin standa millum tað og offur tess, um tit ikki vilja teljast teirra millum.
dlga_lord_capture_troll_completed_two_trolls_thankyou_accept:lord_pretalk|Far nú og oyð fíggindar mínar við nýggju gávu tíni.
dlga_lord_capture_troll_completed_two_trolls_thankyou_refuse:lord_pretalk|Sum tú vilt, meðni. Onkur annar av tænarum mínum veit sær at nýta hetta máttmikla stríðsvápnið.
dlga_lord_capture_troll_completed_two_trolls_thankyou_raise:lord_pretalk|Váðar tú tær at biðja um eitt trøll í fullari brynju, {playername}, til tín at stýra? Tað er ikki eitt lítið ting, tú biðjur um. Men tú ert ein evnríkur tænari, og og Vit vita íblástur tín. Okkum dáma tað. Tað skal vera tær givið.
dlga_lord_capture_troll_completed_two_trolls_thankyou_raise:lord_capture_troll_completed_two_trolls_thankyou|Hvat billar tú tær inn, at biðja Okkum um meira, enn tað Vit ætlaðu tær við stóra vídómi Okkara? {playername}, tú hevur víst teg at vera ein stórfingin tænari í dag, men lat ikki slíkan frekleika royna tol Okkara aftur!
dlga_lord_capture_troll_completed_one_troll:close_window|Frálíkt, {playername}. Tú ert ein sera trúgvur og hentur tænari. Trøllið verður ógvuliga hent á náa málum okkara. Tað ert koyrt í fangtippið.
dlga_lord_start:close_window.1|Alt ov langt síðani bað eg teg fáa mær eitt livandi trøll. Betur skuldi eg vitað. Hvussu kundi eg vænta at ein slíkur sum {playername} kláraði at standa ein slíka roynd. Tænari mín var ikki nóg evnaríkur og trúðfastur.
dlga_lord_start:lord_generic_mission_completed.1|Tíðindini um bragd tíni ímóti villini trøllunum bórust mær. {s12} hevur eitt minnið at vera bangin um, takka verið tær, {playername}.
dlga_lord_start:lord_follow_spy_half_completed|Skamm fái tær! Eg vildi hava TVEIR fangar, {playername} -- tað, tú ert komin við, er so at siga púra nyttuleyst! Eg veit longu alt, sum njósnarin veit. Tað var hyljaranum eg var eftir. Her! Hálvgjørt gevur bert hálvan vinning. Tak hann og slepp tær avstað.
